commit_id,project_id,sprint_id,developer_id,commit_timestamp,lines_added,lines_deleted,files_changed
C0003987,P005,S0044,D0031,2024-02-15 17:04:26.225065,163,9,2
C0003988,P005,S0044,D0003,2024-02-13 15:18:05.956082,99,19,3
C0003989,P005,S0044,D0003,2024-02-17 04:24:17.106289,19,12,3
C0003990,P005,S0044,D0023,2024-02-06 04:48:43.349293,11,24,1
C0003991,P005,S0044,D0023,2024-02-07 13:35:26.625411,19,29,1
C0003992,P005,S0044,D0018,2024-02-11 02:47:16.167332,12,15,2
C0003993,P005,S0044,D0023,2024-02-14 06:24:53.001878,42,13,8
C0003994,P005,S0044,D0031,2024-02-10 09:31:43.225889,40,31,7
C0003995,P005,S0044,D0003,2024-02-11 20:27:20.379603,59,12,1
C0003996,P005,S0044,D0031,2024-02-04 22:03:41.963433,7,4,5
C0003997,P005,S0044,D0031,2024-02-05 14:24:34.053927,26,105,1
C0003998,P005,S0044,D0018,2024-02-11 18:36:49.524355,48,7,2
C0003999,P005,S0044,D0055,2024-02-04 21:18:17.127524,31,42,3
C0004000,P005,S0044,D0018,2024-02-10 11:36:13.691319,37,0,2
C0004001,P005,S0044,D0018,2024-02-12 02:27:09.477651,23,8,3
C0004002,P005,S0044,D0018,2024-02-16 01:12:43.384073,37,6,1
C0004003,P005,S0044,D0031,2024-02-13 12:48:26.185579,20,0,1
C0004004,P005,S0044,D0023,2024-02-12 00:18:11.223516,39,20,1
C0004005,P005,S0044,D0031,2024-02-06 01:28:31.670682,2,4,3
C0004006,P005,S0044,D0003,2024-02-10 16:54:35.096786,16,61,1
C0004007,P005,S0044,D0023,2024-02-11 04:50:44.540938,13,16,5
C0004008,P005,S0044,D0018,2024-02-07 23:32:03.243298,89,50,5
C0004009,P005,S0044,D0018,2024-02-17 06:49:49.239684,28,21,1
C0004010,P005,S0044,D0031,2024-02-08 04:01:20.851491,105,41,2
C0004011,P005,S0044,D0003,2024-02-14 00:33:35.694547,62,11,1
C0004012,P005,S0044,D0023,2024-02-06 08:26:47.984027,71,31,2
C0004013,P005,S0044,D0055,2024-02-11 10:20:18.010297,56,2,1
C0004014,P005,S0044,D0003,2024-02-11 19:51:33.596481,34,32,1
C0004015,P005,S0044,D0018,2024-02-17 03:51:47.868979,60,17,1
C0004016,P005,S0044,D0023,2024-02-13 03:17:20.055647,5,46,1
C0004017,P005,S0044,D0018,2024-02-09 23:37:04.183477,76,51,1
C0004018,P005,S0044,D0031,2024-02-11 13:02:38.992580,43,16,3
C0004019,P005,S0044,D0018,2024-02-10 06:25:52.543035,89,54,1
C0004020,P005,S0044,D0055,2024-02-14 10:10:40.504367,148,62,1
C0004021,P005,S0044,D0003,2024-02-13 07:46:54.382698,17,34,4
C0004022,P005,S0044,D0031,2024-02-07 01:17:43.936479,41,10,1
C0004023,P005,S0044,D0003,2024-02-07 05:54:20.834756,26,10,1
C0004024,P005,S0044,D0031,2024-02-05 02:42:01.520466,96,14,2
C0004025,P005,S0044,D0023,2024-02-12 14:40:22.332369,38,10,2
C0004026,P005,S0044,D0031,2024-02-14 01:53:06.294430,175,47,2
C0004027,P005,S0044,D0055,2024-02-15 19:23:15.770489,66,27,1
C0004028,P005,S0044,D0055,2024-02-08 15:10:20.286120,7,56,2
C0004029,P005,S0044,D0031,2024-02-11 15:10:14.985040,71,8,3
C0004030,P005,S0044,D0031,2024-02-15 03:39:31.354919,53,25,1
C0004031,P005,S0044,D0031,2024-02-15 23:34:21.486158,54,13,1
C0004032,P005,S0044,D0023,2024-02-12 18:30:50.735081,35,19,1
C0004033,P005,S0044,D0055,2024-02-17 04:37:57.992974,42,1,2
C0004034,P005,S0044,D0018,2024-02-17 14:18:37.019829,8,11,1
C0004035,P005,S0044,D0003,2024-02-16 21:53:01.133730,37,23,2
C0004036,P005,S0044,D0031,2024-02-15 04:35:45.170057,22,16,1
C0004037,P005,S0044,D0023,2024-02-15 04:08:39.896163,38,11,1
C0004038,P005,S0044,D0055,2024-02-07 04:11:43.298917,11,12,1
C0004039,P005,S0044,D0055,2024-02-12 08:50:38.968656,42,18,1
C0004040,P005,S0044,D0031,2024-02-13 00:23:31.740431,47,28,1
C0004041,P005,S0044,D0031,2024-02-10 03:34:56.765731,54,21,12
C0004042,P005,S0044,D0023,2024-02-15 04:59:28.086594,33,12,2
C0004043,P005,S0044,D0018,2024-02-04 08:52:10.046192,37,15,3
C0004044,P005,S0044,D0031,2024-02-11 12:02:24.067417,71,28,1
C0004045,P005,S0044,D0023,2024-02-17 12:28:11.574181,27,19,1
C0004046,P005,S0044,D0031,2024-02-14 17:24:29.370883,201,84,4
C0004047,P005,S0044,D0031,2024-02-08 04:03:48.936512,41,22,3
C0004048,P005,S0044,D0003,2024-02-06 03:55:18.870456,85,43,4
C0004049,P005,S0044,D0003,2024-02-13 17:27:44.523639,38,1,2
C0004050,P005,S0044,D0018,2024-02-12 11:39:31.421093,3,20,1
C0004051,P005,S0044,D0055,2024-02-12 01:19:46.345735,37,58,1
C0004052,P005,S0044,D0031,2024-02-08 03:12:20.597383,32,69,1
C0004053,P005,S0044,D0023,2024-02-11 10:40:19.956712,22,8,1
C0004054,P005,S0044,D0055,2024-02-11 06:10:13.049227,67,4,3
C0004055,P005,S0044,D0031,2024-02-06 02:54:53.672343,47,26,3
C0004056,P005,S0044,D0055,2024-02-13 04:33:15.508026,31,13,1
C0004057,P005,S0044,D0018,2024-02-10 02:05:17.349766,19,26,1
C0004058,P005,S0044,D0031,2024-02-13 08:47:31.569025,38,4,1
C0004059,P005,S0044,D0023,2024-02-05 14:34:49.323917,11,28,2
C0004060,P005,S0045,D0055,2024-02-25 02:12:47.009819,67,62,1
C0004061,P005,S0045,D0018,2024-03-01 09:58:04.779421,109,25,6
C0004062,P005,S0045,D0018,2024-02-20 20:28:42.389718,16,30,1
C0004063,P005,S0045,D0055,2024-02-28 22:41:31.959143,10,27,7
C0004064,P005,S0045,D0031,2024-02-19 20:09:19.225646,115,45,3
C0004065,P005,S0045,D0055,2024-02-18 21:01:55.975659,33,11,2
C0004066,P005,S0045,D0018,2024-02-29 01:17:30.040234,30,14,1
C0004067,P005,S0045,D0031,2024-02-19 11:04:08.518001,6,11,1
C0004068,P005,S0045,D0003,2024-02-22 15:43:45.868972,37,36,2
C0004069,P005,S0045,D0055,2024-03-01 08:29:51.737567,64,60,1
C0004070,P005,S0045,D0003,2024-02-19 19:44:07.367855,49,30,1
C0004071,P005,S0045,D0031,2024-02-22 16:51:51.796400,53,32,1
C0004072,P005,S0045,D0055,2024-02-23 16:16:25.584365,20,2,2
C0004073,P005,S0045,D0018,2024-02-27 07:10:59.393589,58,38,1
C0004074,P005,S0045,D0031,2024-02-28 18:46:23.896091,46,2,1
C0004075,P005,S0045,D0055,2024-03-02 11:45:25.730272,21,21,2
C0004076,P005,S0045,D0018,2024-03-02 02:17:06.165267,32,30,4
C0004077,P005,S0045,D0055,2024-02-20 15:54:24.474505,20,14,7
C0004078,P005,S0045,D0055,2024-02-24 09:53:18.829065,107,28,1
C0004079,P005,S0045,D0018,2024-02-26 14:36:56.331941,48,20,1
C0004080,P005,S0045,D0031,2024-02-26 01:55:24.704019,84,66,4
C0004081,P005,S0045,D0023,2024-02-29 09:21:04.846851,28,35,3
C0004082,P005,S0045,D0003,2024-03-01 09:43:57.295604,6,8,3
C0004083,P005,S0045,D0018,2024-02-19 09:44:05.862448,59,25,1
C0004084,P005,S0045,D0023,2024-02-22 21:31:44.459873,33,6,1
C0004085,P005,S0045,D0003,2024-02-21 12:37:44.641745,45,1,1
C0004086,P005,S0045,D0018,2024-02-26 19:41:01.878029,44,7,2
C0004087,P005,S0045,D0023,2024-02-24 14:01:54.631471,60,16,1
C0004088,P005,S0045,D0003,2024-02-28 04:57:25.365111,38,20,1
C0004089,P005,S0045,D0003,2024-02-21 20:40:37.212274,136,25,1
C0004090,P005,S0045,D0018,2024-02-28 18:31:34.457984,13,8,2
C0004091,P005,S0045,D0031,2024-02-26 14:17:28.894312,60,24,2
C0004092,P005,S0045,D0023,2024-02-26 15:43:03.316965,37,21,6
C0004093,P005,S0045,D0018,2024-02-28 18:16:36.751863,54,15,1
C0004094,P005,S0045,D0018,2024-02-22 09:58:19.117405,44,9,3
C0004095,P005,S0045,D0018,2024-03-01 08:06:43.890469,12,46,9
C0004096,P005,S0045,D0031,2024-02-22 02:16:14.518077,26,16,3
C0004097,P005,S0045,D0023,2024-02-27 16:38:32.262029,28,3,1
C0004098,P005,S0045,D0003,2024-02-27 07:57:04.104900,49,17,3
C0004099,P005,S0045,D0055,2024-02-21 07:34:46.194290,66,2,5
C0004100,P005,S0045,D0055,2024-02-27 12:05:23.105733,14,7,2
C0004101,P005,S0045,D0018,2024-02-24 01:10:11.030098,20,43,1
C0004102,P005,S0045,D0031,2024-02-27 23:25:49.964064,57,37,3
C0004103,P005,S0045,D0031,2024-02-23 18:42:18.281090,26,4,2
C0004104,P005,S0045,D0003,2024-02-18 16:08:10.527285,22,12,2
C0004105,P005,S0045,D0018,2024-02-20 05:56:38.683564,54,14,1
C0004106,P005,S0045,D0031,2024-02-20 20:03:04.821048,104,29,1
C0004107,P005,S0045,D0031,2024-02-28 16:05:49.907804,24,23,1
C0004108,P005,S0045,D0055,2024-02-26 18:19:03.929229,27,33,2
C0004109,P005,S0045,D0055,2024-02-19 06:17:23.981805,26,8,1
C0004110,P005,S0045,D0018,2024-02-22 16:56:47.495415,66,1,1
C0004111,P005,S0045,D0055,2024-02-24 15:29:30.069322,28,1,4
C0004112,P005,S0045,D0003,2024-02-28 08:27:57.927378,18,43,5
C0004113,P005,S0045,D0003,2024-02-29 20:00:58.724492,95,4,2
C0004114,P005,S0045,D0031,2024-02-19 01:56:58.918366,91,18,5
C0004115,P005,S0045,D0031,2024-02-29 19:48:46.235003,49,10,3
C0004116,P005,S0045,D0018,2024-02-25 00:13:14.575764,44,45,2
C0004117,P005,S0045,D0003,2024-02-22 23:20:33.934935,12,6,2
C0004118,P005,S0045,D0031,2024-02-24 09:46:16.919090,7,24,1
C0004119,P005,S0045,D0003,2024-03-02 11:05:52.458464,14,54,2
C0004120,P005,S0045,D0031,2024-02-28 09:38:02.905052,45,29,2
C0004121,P005,S0045,D0023,2024-02-22 04:21:16.274856,59,4,7
C0004122,P005,S0045,D0003,2024-02-20 18:03:42.070127,12,4,3
C0004123,P005,S0045,D0031,2024-03-02 10:37:44.853706,63,1,1
C0004124,P005,S0045,D0055,2024-03-02 11:08:58.206384,62,21,5
C0004125,P005,S0045,D0055,2024-02-19 02:50:16.946456,14,35,2
C0004126,P005,S0045,D0031,2024-02-27 01:49:56.895581,60,13,1
C0004127,P005,S0045,D0023,2024-02-27 10:26:31.291371,45,49,7
C0004128,P005,S0045,D0018,2024-02-28 14:31:09.184253,38,11,6
C0004129,P005,S0045,D0023,2024-02-22 19:14:17.847096,164,44,3
C0004130,P005,S0045,D0018,2024-02-26 10:24:28.543499,70,79,9
C0004131,P005,S0045,D0031,2024-02-20 19:14:04.199184,30,27,1
C0004132,P005,S0045,D0018,2024-02-20 06:21:49.702922,14,12,1
C0004133,P005,S0045,D0018,2024-02-21 15:20:46.639293,44,35,3
C0004134,P005,S0045,D0023,2024-03-01 09:20:54.359640,53,46,3
C0004135,P005,S0045,D0031,2024-02-19 12:38:47.064351,17,17,3
C0004136,P005,S0045,D0055,2024-02-22 12:21:24.646313,33,38,3
C0004137,P005,S0045,D0018,2024-02-26 14:38:20.449155,54,11,2
C0004138,P005,S0045,D0023,2024-02-26 04:04:28.791381,36,67,3
C0004139,P005,S0045,D0023,2024-02-18 15:46:45.632558,38,16,5
C0004140,P005,S0045,D0018,2024-03-01 22:53:02.225245,29,81,12
C0004141,P005,S0045,D0055,2024-03-02 06:11:41.757494,14,39,1
C0004142,P005,S0045,D0055,2024-03-02 05:00:59.727139,8,9,2
C0004143,P005,S0045,D0031,2024-02-19 10:59:32.407156,109,3,2
C0004144,P005,S0045,D0055,2024-02-21 05:04:37.473065,211,23,2
C0004145,P005,S0045,D0003,2024-02-25 21:55:48.730455,34,17,3
C0004146,P005,S0045,D0055,2024-02-24 09:42:02.049261,59,48,3
C0004147,P005,S0045,D0003,2024-02-24 02:31:45.611948,42,2,1
C0004148,P005,S0045,D0023,2024-02-29 14:42:06.867414,28,22,2
C0004149,P005,S0045,D0018,2024-02-18 13:55:45.021756,50,33,6
C0004150,P005,S0045,D0018,2024-02-18 22:40:11.170590,29,30,2
C0004151,P005,S0045,D0018,2024-02-24 18:29:57.314544,63,21,2
C0004152,P005,S0045,D0018,2024-02-26 06:05:23.291431,14,6,2
C0004153,P005,S0045,D0031,2024-02-21 23:38:22.644192,26,12,1
C0004154,P005,S0045,D0031,2024-02-25 16:14:48.213717,83,19,5
C0004155,P005,S0045,D0003,2024-02-29 07:18:54.703162,60,3,1
C0004156,P005,S0045,D0018,2024-03-01 07:54:39.322965,25,4,1
C0004157,P005,S0045,D0003,2024-02-26 16:16:10.828670,86,15,2
C0004158,P005,S0045,D0023,2024-02-24 19:48:08.664567,69,28,1
C0004159,P005,S0045,D0055,2024-02-29 03:55:31.629451,48,62,1
C0004160,P005,S0045,D0003,2024-02-24 03:01:10.072901,50,31,2
C0004161,P005,S0045,D0023,2024-02-28 12:08:30.437079,60,31,4
C0004162,P005,S0046,D0055,2024-03-09 10:46:29.463969,24,5,2
C0004163,P005,S0046,D0031,2024-03-13 07:25:20.137766,17,57,3
C0004164,P005,S0046,D0055,2024-03-04 18:50:10.169751,114,4,3
C0004165,P005,S0046,D0031,2024-03-15 06:48:36.083636,8,34,3
C0004166,P005,S0046,D0023,2024-03-03 11:30:27.570093,28,51,1
C0004167,P005,S0046,D0031,2024-03-16 11:01:24.759608,45,22,1
C0004168,P005,S0046,D0018,2024-03-06 07:17:07.847303,25,30,1
C0004169,P005,S0046,D0055,2024-03-14 04:14:17.137603,83,12,1
C0004170,P005,S0046,D0023,2024-03-08 21:06:28.750272,44,54,2
C0004171,P005,S0046,D0031,2024-03-15 20:35:30.577206,16,5,3
C0004172,P005,S0046,D0003,2024-03-13 21:52:38.210510,34,20,3
C0004173,P005,S0046,D0018,2024-03-04 15:57:04.616941,134,12,5
C0004174,P005,S0046,D0031,2024-03-15 19:19:27.079445,16,33,2
C0004175,P005,S0046,D0018,2024-03-11 19:30:56.716970,49,13,1
C0004176,P005,S0046,D0003,2024-03-05 07:28:36.013147,27,22,2
C0004177,P005,S0046,D0031,2024-03-08 22:35:42.040756,57,9,1
C0004178,P005,S0046,D0031,2024-03-09 03:31:05.109216,22,39,4
C0004179,P005,S0046,D0031,2024-03-10 11:44:04.388968,107,47,1
C0004180,P005,S0046,D0055,2024-03-15 14:01:00.819447,26,1,3
C0004181,P005,S0046,D0055,2024-03-08 01:29:26.562155,37,72,7
C0004182,P005,S0046,D0031,2024-03-11 02:55:10.647892,20,8,3
C0004183,P005,S0046,D0031,2024-03-13 05:02:34.898253,47,13,1
C0004184,P005,S0046,D0018,2024-03-06 16:58:15.021571,10,21,2
C0004185,P005,S0046,D0031,2024-03-03 21:53:08.891896,25,20,2
C0004186,P005,S0046,D0023,2024-03-12 08:57:01.978763,54,26,3
C0004187,P005,S0046,D0023,2024-03-15 13:33:00.229252,18,4,4
C0004188,P005,S0046,D0023,2024-03-10 21:33:42.959983,34,27,3
C0004189,P005,S0046,D0055,2024-03-09 13:43:48.551243,64,20,2
C0004190,P005,S0046,D0003,2024-03-15 03:19:15.748059,66,23,3
C0004191,P005,S0046,D0023,2024-03-06 05:27:05.591428,100,16,1
C0004192,P005,S0046,D0031,2024-03-13 22:29:58.994681,19,16,1
C0004193,P005,S0046,D0023,2024-03-14 04:04:44.843398,24,20,3
C0004194,P005,S0046,D0031,2024-03-14 12:21:05.378433,21,17,5
C0004195,P005,S0046,D0055,2024-03-13 04:47:06.337698,7,7,6
C0004196,P005,S0046,D0023,2024-03-05 08:26:35.897539,71,7,3
C0004197,P005,S0046,D0003,2024-03-14 22:14:45.592256,134,0,2
C0004198,P005,S0046,D0018,2024-03-04 12:43:00.968563,41,30,1
C0004199,P005,S0046,D0023,2024-03-14 21:00:20.155549,28,15,1
C0004200,P005,S0046,D0003,2024-03-08 14:46:31.929452,28,3,1
C0004201,P005,S0046,D0023,2024-03-08 20:27:45.198208,73,26,3
C0004202,P005,S0046,D0003,2024-03-09 16:22:55.630298,39,8,4
C0004203,P005,S0046,D0018,2024-03-09 04:50:00.731215,70,68,1
C0004204,P005,S0046,D0031,2024-03-11 01:12:06.902820,23,22,1
C0004205,P005,S0046,D0023,2024-03-05 08:31:31.774311,41,40,5
C0004206,P005,S0046,D0023,2024-03-08 20:19:41.423360,31,5,1
C0004207,P005,S0046,D0031,2024-03-05 00:02:48.327573,52,28,4
C0004208,P005,S0046,D0018,2024-03-09 22:29:50.658413,40,1,6
C0004209,P005,S0046,D0055,2024-03-04 05:06:36.391491,11,5,1
C0004210,P005,S0046,D0055,2024-03-07 06:16:20.384947,167,1,1
C0004211,P005,S0046,D0003,2024-03-08 01:20:00.137633,94,36,8
C0004212,P005,S0046,D0055,2024-03-10 10:45:30.507581,18,15,2
C0004213,P005,S0046,D0055,2024-03-07 09:31:49.057412,81,12,4
C0004214,P005,S0046,D0018,2024-03-05 15:30:14.842596,22,12,1
C0004215,P005,S0046,D0055,2024-03-08 21:51:24.582553,29,10,1
C0004216,P005,S0046,D0003,2024-03-09 12:39:40.012844,47,3,1
C0004217,P005,S0046,D0023,2024-03-14 05:49:22.020838,30,16,2
C0004218,P005,S0046,D0023,2024-03-13 02:33:52.124106,58,1,1
C0004219,P005,S0046,D0003,2024-03-13 16:53:41.894953,45,21,4
C0004220,P005,S0046,D0031,2024-03-05 05:10:49.041109,50,7,2
C0004221,P005,S0046,D0003,2024-03-16 03:42:30.905953,36,9,1
C0004222,P005,S0046,D0023,2024-03-09 14:08:37.513868,56,0,9
C0004223,P005,S0046,D0055,2024-03-11 07:29:22.723998,17,1,1
C0004224,P005,S0046,D0055,2024-03-13 11:50:17.494549,53,18,3
C0004225,P005,S0046,D0003,2024-03-09 02:36:24.448728,21,26,1
C0004226,P005,S0046,D0018,2024-03-10 05:58:37.609650,33,9,1
C0004227,P005,S0046,D0018,2024-03-11 01:09:29.149732,68,45,4
C0004228,P005,S0046,D0003,2024-03-13 16:05:34.143901,18,5,3
C0004229,P005,S0046,D0031,2024-03-14 18:33:33.502751,28,81,1
C0004230,P005,S0046,D0055,2024-03-04 02:35:33.229234,48,4,1
C0004231,P005,S0046,D0023,2024-03-09 06:47:37.279907,14,14,1
C0004232,P005,S0046,D0018,2024-03-07 14:04:40.697952,72,43,2
C0004233,P005,S0046,D0003,2024-03-08 14:29:03.845053,33,11,3
C0004234,P005,S0047,D0031,2024-03-23 17:27:15.773367,51,56,11
C0004235,P005,S0047,D0018,2024-03-21 19:20:51.181687,38,10,5
C0004236,P005,S0047,D0055,2024-03-23 14:10:19.197465,27,32,4
C0004237,P005,S0047,D0023,2024-03-27 09:50:16.190701,5,15,1
C0004238,P005,S0047,D0003,2024-03-21 17:12:44.391488,12,8,1
C0004239,P005,S0047,D0055,2024-03-18 12:54:20.388246,48,11,1
C0004240,P005,S0047,D0018,2024-03-23 09:06:28.757319,55,10,1
C0004241,P005,S0047,D0003,2024-03-25 16:07:05.942722,42,22,2
C0004242,P005,S0047,D0018,2024-03-28 10:09:21.540046,6,13,4
C0004243,P005,S0047,D0055,2024-03-29 04:20:23.626157,75,9,1
C0004244,P005,S0047,D0018,2024-03-29 08:40:24.966903,57,15,1
C0004245,P005,S0047,D0023,2024-03-19 14:53:10.217943,151,14,1
C0004246,P005,S0047,D0031,2024-03-29 16:38:01.706612,9,18,3
C0004247,P005,S0047,D0018,2024-03-28 09:57:57.445154,51,9,5
C0004248,P005,S0047,D0055,2024-03-17 22:30:01.782411,49,27,1
C0004249,P005,S0047,D0018,2024-03-24 17:09:11.527626,3,45,5
C0004250,P005,S0047,D0055,2024-03-23 15:38:06.917280,6,25,2
C0004251,P005,S0047,D0023,2024-03-21 13:09:01.541497,7,14,9
C0004252,P005,S0047,D0023,2024-03-19 15:37:04.375742,20,6,1
C0004253,P005,S0047,D0023,2024-03-27 00:57:19.035138,60,28,2
C0004254,P005,S0047,D0003,2024-03-28 07:37:32.638958,17,4,2
C0004255,P005,S0047,D0055,2024-03-17 09:38:03.615891,28,13,1
C0004256,P005,S0047,D0003,2024-03-23 16:48:42.785524,85,4,3
C0004257,P005,S0047,D0023,2024-03-19 22:37:01.758148,60,17,2
C0004258,P005,S0047,D0023,2024-03-22 21:45:29.785253,22,35,1
C0004259,P005,S0047,D0018,2024-03-27 15:33:38.469444,23,6,2
C0004260,P005,S0047,D0023,2024-03-18 17:49:28.619463,119,2,2
C0004261,P005,S0047,D0055,2024-03-27 12:16:49.911877,38,28,1
C0004262,P005,S0047,D0018,2024-03-19 09:06:26.513579,27,22,3
C0004263,P005,S0047,D0031,2024-03-27 17:50:24.512714,93,47,1
C0004264,P005,S0047,D0031,2024-03-27 12:56:21.929508,94,11,2
C0004265,P005,S0047,D0031,2024-03-19 21:09:34.731847,41,1,2
C0004266,P005,S0047,D0003,2024-03-20 08:31:18.865940,48,37,1
C0004267,P005,S0047,D0003,2024-03-23 10:13:09.585926,30,11,1
C0004268,P005,S0047,D0055,2024-03-28 15:11:59.886933,21,37,1
C0004269,P005,S0047,D0018,2024-03-21 14:59:24.052651,96,38,7
C0004270,P005,S0047,D0031,2024-03-26 12:02:01.252211,45,16,1
C0004271,P005,S0047,D0018,2024-03-26 22:34:49.288307,109,12,2
C0004272,P005,S0047,D0018,2024-03-25 00:49:24.448798,74,33,2
C0004273,P005,S0047,D0023,2024-03-24 19:24:04.459396,77,57,2
C0004274,P005,S0047,D0018,2024-03-24 02:11:05.742530,29,9,3
C0004275,P005,S0047,D0018,2024-03-24 04:02:20.552923,68,16,4
C0004276,P005,S0047,D0018,2024-03-30 14:40:59.851643,29,40,1
C0004277,P005,S0047,D0031,2024-03-27 04:45:25.447581,74,0,1
C0004278,P005,S0047,D0055,2024-03-23 09:32:01.452709,32,7,3
C0004279,P005,S0047,D0023,2024-03-24 03:32:32.771789,5,8,3
C0004280,P005,S0047,D0023,2024-03-23 16:35:31.726055,22,11,1
C0004281,P005,S0047,D0023,2024-03-25 12:11:37.051481,34,18,2
C0004282,P005,S0047,D0003,2024-03-19 08:27:49.013333,22,16,6
C0004283,P005,S0047,D0031,2024-03-27 13:50:02.393109,29,14,4
C0004284,P005,S0047,D0003,2024-03-29 21:08:40.308162,17,17,1
C0004285,P005,S0047,D0031,2024-03-28 03:43:03.929890,35,24,5
C0004286,P005,S0047,D0055,2024-03-22 19:38:17.503221,5,21,1
C0004287,P005,S0047,D0018,2024-03-22 10:22:25.982574,65,45,1
C0004288,P005,S0047,D0031,2024-03-19 22:14:59.944725,14,35,3
C0004289,P005,S0048,D0018,2024-04-08 03:13:50.014489,92,8,1
C0004290,P005,S0048,D0003,2024-04-08 21:37:53.700134,20,10,1
C0004291,P005,S0048,D0031,2024-04-12 13:55:45.780324,42,60,1
C0004292,P005,S0048,D0018,2024-04-07 15:20:19.628447,5,2,8
C0004293,P005,S0048,D0018,2024-04-12 23:46:04.139876,77,28,1
C0004294,P005,S0048,D0031,2024-04-10 03:27:19.151013,71,26,1
C0004295,P005,S0048,D0023,2024-04-11 14:17:37.898457,73,16,3
C0004296,P005,S0048,D0055,2024-04-13 00:36:21.013940,89,20,8
C0004297,P005,S0048,D0003,2024-04-06 09:45:55.012122,11,24,1
C0004298,P005,S0048,D0003,2024-04-07 23:16:12.318678,24,35,8
C0004299,P005,S0048,D0018,2024-04-03 12:40:21.123444,26,46,1
C0004300,P005,S0048,D0018,2024-04-02 20:02:55.908906,64,10,4
C0004301,P005,S0048,D0031,2024-04-09 11:17:59.992260,33,8,5
C0004302,P005,S0048,D0023,2024-04-01 14:24:05.720455,20,21,1
C0004303,P005,S0048,D0018,2024-04-12 16:07:07.208285,19,19,2
C0004304,P005,S0048,D0018,2024-04-12 23:54:22.319394,61,54,1
C0004305,P005,S0048,D0031,2024-04-10 16:50:20.276585,94,5,1
C0004306,P005,S0048,D0031,2024-04-08 22:07:02.751869,70,10,9
C0004307,P005,S0048,D0018,2024-04-05 15:49:50.197268,18,25,2
C0004308,P005,S0048,D0018,2024-04-02 16:34:48.845143,19,14,1
C0004309,P005,S0048,D0031,2024-04-10 05:13:12.914050,37,5,1
C0004310,P005,S0048,D0003,2024-04-01 16:38:16.238177,62,23,2
C0004311,P005,S0048,D0003,2024-04-03 04:27:08.521046,90,34,1
C0004312,P005,S0048,D0055,2024-04-11 00:36:32.985710,32,22,1
C0004313,P005,S0048,D0018,2024-04-03 18:02:10.161853,30,44,5
C0004314,P005,S0048,D0031,2024-03-31 10:14:15.872460,49,8,1
C0004315,P005,S0048,D0055,2024-04-13 01:58:05.946423,76,15,8
C0004316,P005,S0048,D0055,2024-04-08 02:09:17.546373,11,2,4
C0004317,P005,S0048,D0055,2024-04-01 21:53:20.984318,95,12,1
C0004318,P005,S0048,D0003,2024-04-10 07:41:02.057697,73,10,2
C0004319,P005,S0048,D0055,2024-04-05 12:25:17.800905,20,30,6
C0004320,P005,S0048,D0031,2024-04-06 15:58:13.792869,52,0,7
C0004321,P005,S0048,D0023,2024-04-09 10:49:22.443518,42,47,8
C0004322,P005,S0048,D0023,2024-04-02 20:23:30.361622,50,46,1
C0004323,P005,S0048,D0031,2024-04-10 19:27:45.995658,149,25,4
C0004324,P005,S0048,D0003,2024-04-05 19:31:34.045420,44,12,4
C0004325,P005,S0048,D0055,2024-04-13 15:23:21.784870,39,8,5
C0004326,P005,S0048,D0055,2024-04-13 00:07:57.480722,50,4,2
C0004327,P005,S0048,D0023,2024-04-07 20:30:59.264006,62,2,5
C0004328,P005,S0048,D0055,2024-04-12 16:50:57.438115,48,22,1
C0004329,P005,S0048,D0055,2024-04-04 22:37:31.612550,57,17,2
C0004330,P005,S0048,D0003,2024-04-09 12:13:14.174823,21,35,7
C0004331,P005,S0048,D0055,2024-04-07 12:21:14.159851,34,18,3
C0004332,P005,S0048,D0023,2024-04-09 07:24:12.651857,27,46,3
C0004333,P005,S0048,D0018,2024-04-01 05:52:14.913461,122,24,3
C0004334,P005,S0048,D0003,2024-04-08 09:05:21.987791,28,0,1
C0004335,P005,S0048,D0055,2024-04-08 04:50:55.464314,60,1,1
C0004336,P005,S0048,D0018,2024-04-11 17:23:08.752386,19,21,3
C0004337,P005,S0048,D0003,2024-04-10 16:15:53.521771,40,37,1
C0004338,P005,S0048,D0018,2024-04-09 22:07:12.337010,18,38,14
C0004339,P005,S0048,D0003,2024-04-10 23:56:25.868798,30,19,1
C0004340,P005,S0048,D0055,2024-04-03 23:36:08.488537,56,15,7
C0004341,P005,S0048,D0018,2024-04-12 18:51:56.608820,18,9,2
C0004342,P005,S0048,D0003,2024-04-07 18:35:00.499533,21,41,1
C0004343,P005,S0048,D0018,2024-04-03 00:46:44.428891,24,53,1
C0004344,P005,S0048,D0031,2024-04-07 13:18:03.153993,78,25,1
C0004345,P005,S0048,D0031,2024-04-07 22:33:08.563753,38,14,1
C0004346,P005,S0048,D0031,2024-04-02 14:08:24.567008,203,26,1
C0004347,P005,S0048,D0003,2024-04-06 02:04:15.767307,19,32,2
C0004348,P005,S0048,D0018,2024-04-07 21:42:51.666003,25,22,5
C0004349,P005,S0048,D0018,2024-04-07 13:39:04.915385,21,14,1
C0004350,P005,S0048,D0031,2024-04-09 05:34:13.671408,12,1,1
C0004351,P005,S0048,D0055,2024-04-09 18:24:01.089318,20,6,1
C0004352,P005,S0048,D0003,2024-04-12 03:34:08.431083,54,19,1
C0004353,P005,S0048,D0055,2024-04-06 10:45:01.243225,57,43,2
