issue_id,project_id,sprint_id,team_id,assignee_id,issue_type,priority,severity,status,created_date,resolved_date,resolution_time_hours,reopened,escaped_defect,cycle_time_days
I001327,P006,S0052,T004,D0048,Story,Medium,,Done,2023-12-09 09:41:10.436885,2023-12-09 23:23:10.436885,13.7,0,0,0.5708333333333333
I001328,P006,S0052,T004,D0034,Sub-task,Low,,Done,2023-12-11 12:47:16.464500,2023-12-13 19:41:16.464500,54.9,0,0,2.2875
I001329,P006,S0052,T004,D0034,Bug,Medium,Minor,In Progress,2023-12-06 17:07:43.375110,,,0,0,
I001330,P006,S0052,T004,D0049,Story,Medium,,Done,2023-12-07 15:22:35.760549,2023-12-08 11:52:35.760549,20.5,0,0,0.8541666666666666
I001331,P006,S0052,T004,D0020,Task,High,,In Progress,2023-12-14 08:13:15.736569,,,0,0,
I001332,P006,S0052,T004,D0052,Task,High,,Done,2023-12-14 20:19:33.216459,2023-12-15 05:43:33.216459,9.4,0,0,0.39166666666666666
I001333,P006,S0052,T004,D0048,Task,Low,,Done,2023-12-10 08:16:29.167522,2023-12-11 09:46:29.167522,25.5,0,0,1.0625
I001334,P006,S0052,T004,D0038,Task,High,,Done,2023-12-16 20:14:53.880522,2023-12-17 10:38:53.880522,14.4,0,0,0.6
I001335,P006,S0052,T004,D0022,Story,Low,,Done,2023-12-13 05:38:27.405603,2023-12-14 07:08:27.405603,25.5,0,0,1.0625
I001336,P006,S0052,T004,D0022,Bug,Low,Minor,Done,2023-12-09 13:21:21.291621,2023-12-10 15:03:21.291621,25.7,0,0,1.0708333333333333
I001337,P006,S0053,T004,D0002,Task,Critical,,In Progress,2023-12-21 11:19:22.848077,,,0,0,
I001338,P006,S0053,T004,D0058,Task,High,,Done,2023-12-25 06:13:06.025060,2023-12-25 20:25:06.025060,14.2,0,0,0.5916666666666667
I001339,P006,S0053,T004,D0014,Bug,Low,Critical,Done,2023-12-20 05:21:19.391683,2023-12-21 00:57:19.391683,19.6,0,0,0.8166666666666667
I001340,P006,S0053,T004,D0032,Bug,Low,Major,Reopened,2023-12-30 14:56:39.490499,2023-12-31 21:26:39.490499,30.5,1,0,1.2708333333333333
I001341,P006,S0053,T004,D0038,Story,High,,Done,2023-12-21 13:41:12.143410,2023-12-22 07:53:12.143410,18.2,0,0,0.7583333333333333
I001342,P006,S0053,T004,D0022,Bug,Low,Major,Done,2023-12-20 16:54:41.252566,2023-12-23 07:12:41.252566,62.3,0,0,2.595833333333333
I001343,P006,S0053,T004,D0007,Bug,Low,Minor,In Progress,2023-12-21 15:52:32.660478,,,0,0,
I001344,P006,S0053,T004,D0014,Task,High,,Done,2023-12-26 05:43:27.788081,2023-12-26 15:25:27.788081,9.7,0,0,0.4041666666666667
I001345,P006,S0053,T004,D0002,Bug,Medium,Major,Done,2023-12-18 13:12:30.611238,2023-12-19 12:24:30.611238,23.2,0,0,0.9666666666666667
I001346,P006,S0053,T004,D0049,Bug,Low,Minor,Reopened,2023-12-27 10:03:24.085105,2023-12-27 18:15:24.085105,8.2,1,0,0.3416666666666667
I001347,P006,S0053,T004,D0002,Bug,Low,Major,Reopened,2023-12-24 01:02:23.028749,2023-12-26 07:50:23.028749,54.8,1,0,2.283333333333333
I001348,P006,S0053,T004,D0032,Task,Low,,In Progress,2023-12-26 07:39:30.148144,,,0,0,
I001349,P006,S0053,T004,D0049,Sub-task,Low,,In Progress,2023-12-23 18:05:15.990998,,,0,0,
I001350,P006,S0053,T004,D0005,Task,Low,,Done,2023-12-26 22:55:18.411736,2023-12-27 23:31:18.411736,24.6,0,0,1.025
I001351,P006,S0053,T004,D0002,Bug,High,Minor,Done,2023-12-23 04:20:44.299975,2023-12-24 02:50:44.299975,22.5,0,0,0.9375
I001352,P006,S0053,T004,D0022,Bug,Medium,Critical,Done,2023-12-25 18:09:07.626538,2023-12-26 04:21:07.626538,10.2,0,1,0.425
I001353,P006,S0053,T004,D0052,Bug,Critical,Major,Done,2023-12-25 16:00:40.447594,2023-12-26 06:30:40.447594,14.5,0,0,0.6041666666666666
I001354,P006,S0053,T004,D0034,Sub-task,Low,,Done,2023-12-25 06:03:54.154760,2023-12-25 23:39:54.154760,17.6,0,0,0.7333333333333333
I001355,P006,S0053,T004,D0048,Task,Medium,,In Progress,2023-12-29 22:16:03.773625,,,0,0,
I001356,P006,S0053,T004,D0002,Task,High,,In Progress,2023-12-22 23:38:25.455764,,,0,0,
I001357,P006,S0053,T004,D0048,Story,Low,,In Progress,2023-12-28 15:04:12.409604,,,0,0,
I001358,P006,S0053,T004,D0048,Story,Medium,,Done,2023-12-19 15:32:13.780814,2023-12-20 12:08:13.780814,20.6,0,0,0.8583333333333333
I001359,P006,S0053,T004,D0014,Story,Low,,Done,2023-12-23 21:12:00.450259,2023-12-24 22:12:00.450259,25.0,0,0,1.0416666666666667
I001360,P006,S0054,T004,D0049,Task,High,,Done,2024-01-04 20:38:48.731775,2024-01-06 01:32:48.731775,28.9,0,0,1.2041666666666666
I001361,P006,S0054,T004,D0012,Bug,Medium,Minor,In Progress,2024-01-13 00:46:11.386808,,,0,0,
I001362,P006,S0054,T004,D0048,Task,Low,,In Progress,2024-01-08 17:29:56.743349,,,0,0,
I001363,P006,S0054,T004,D0052,Story,Low,,Done,2024-01-09 03:44:28.166582,2024-01-10 08:26:28.166582,28.7,0,0,1.1958333333333333
I001364,P006,S0054,T004,D0014,Story,Low,,Done,2024-01-12 17:01:35.229931,2024-01-14 08:25:35.229931,39.4,0,0,1.6416666666666666
I001365,P006,S0054,T004,D0058,Bug,Medium,Major,Reopened,2024-01-11 19:28:18.093118,2024-01-12 13:28:18.093118,18.0,1,0,0.75
I001366,P006,S0054,T004,D0002,Bug,Medium,Minor,Done,2024-01-09 10:12:43.716301,2024-01-11 01:24:43.716301,39.2,0,0,1.6333333333333333
I001367,P006,S0054,T004,D0034,Bug,Low,Major,In Progress,2024-01-05 08:56:49.337188,,,0,0,
I001368,P006,S0054,T004,D0029,Task,Low,,Done,2024-01-11 16:42:28.029018,2024-01-12 23:00:28.029018,30.3,0,0,1.2625
I001369,P006,S0054,T004,D0035,Story,High,,Done,2024-01-05 02:07:00.157405,2024-01-05 21:25:00.157405,19.3,0,0,0.8041666666666667
I001370,P006,S0054,T004,D0012,Story,High,,Done,2024-01-09 18:47:13.771933,2024-01-11 03:05:13.771933,32.3,0,0,1.3458333333333334
I001371,P006,S0054,T004,D0048,Story,Critical,,Done,2024-01-04 19:37:37.347484,2024-01-05 19:07:37.347484,23.5,0,0,0.9791666666666666
I001372,P006,S0054,T004,D0012,Story,Low,,Won't Fix,2024-01-06 23:05:05.000848,2024-01-07 20:11:05.000848,21.1,0,0,0.8791666666666667
I001373,P006,S0054,T004,D0005,Task,Low,,Done,2024-01-08 01:34:57.813790,2024-01-08 21:46:57.813790,20.2,0,0,0.8416666666666667
I001374,P006,S0054,T004,D0022,Sub-task,Medium,,Done,2024-01-06 03:50:33.867830,2024-01-06 12:44:33.867830,8.9,0,0,0.37083333333333335
I001375,P006,S0054,T004,D0002,Bug,High,Critical,Done,2024-01-09 21:59:11.765865,2024-01-10 14:05:11.765865,16.1,0,0,0.6708333333333333
I001376,P006,S0054,T004,D0022,Bug,Low,Minor,Done,2024-01-11 04:19:36.433164,2024-01-11 20:01:36.433164,15.7,0,0,0.6541666666666667
I001377,P006,S0054,T004,D0005,Story,High,,Done,2024-01-11 19:49:14.536406,2024-01-12 12:43:14.536406,16.9,0,0,0.7041666666666667
I001378,P006,S0054,T004,D0022,Story,Low,,Done,2024-01-02 13:59:27.995320,2024-01-03 14:29:27.995320,24.5,0,0,1.0208333333333333
I001379,P006,S0054,T004,D0029,Task,High,,In Progress,2024-01-09 19:53:17.503355,,,0,0,
I001380,P006,S0054,T004,D0002,Bug,Low,Minor,Done,2024-01-02 14:19:33.864252,2024-01-06 21:31:33.864252,103.2,0,0,4.3
I001381,P006,S0054,T004,D0007,Story,Low,,Done,2024-01-10 19:21:55.073246,2024-01-11 16:03:55.073246,20.7,0,0,0.8625
I001382,P006,S0054,T004,D0007,Sub-task,Low,,Done,2024-01-13 07:45:23.227454,2024-01-13 12:57:23.227454,5.2,0,0,0.21666666666666667
I001383,P006,S0054,T004,D0048,Bug,Low,Critical,Done,2024-01-10 07:06:46.625216,2024-01-13 09:12:46.625216,74.1,0,0,3.0875
I001384,P006,S0055,T004,D0014,Bug,Medium,Critical,Done,2024-01-24 20:46:50.237950,2024-01-26 19:40:50.237950,46.9,0,0,1.9541666666666666
I001385,P006,S0055,T004,D0020,Story,High,,Done,2024-01-27 08:23:09.466482,2024-01-27 18:17:09.466482,9.9,0,0,0.4125
I001386,P006,S0055,T004,D0022,Bug,Low,Critical,In Progress,2024-01-26 02:55:10.152194,,,0,0,
I001387,P006,S0055,T004,D0022,Bug,Low,Critical,Done,2024-01-16 19:34:06.265291,2024-01-17 00:40:06.265291,5.1,0,1,0.2125
I001388,P006,S0055,T004,D0049,Bug,Medium,Major,Done,2024-01-22 14:07:52.704841,2024-01-23 18:07:52.704841,28.0,0,0,1.1666666666666667
I001389,P006,S0055,T004,D0035,Story,Medium,,Done,2024-01-23 02:34:16.664004,2024-01-23 16:58:16.664004,14.4,0,0,0.6
I001390,P006,S0055,T004,D0007,Task,Low,,Done,2024-01-19 23:27:14.210031,2024-01-24 05:51:14.210031,102.4,0,0,4.266666666666667
I001391,P006,S0055,T004,D0052,Story,Low,,Done,2024-01-17 06:35:56.438053,2024-01-18 19:17:56.438053,36.7,0,0,1.5291666666666666
I001392,P006,S0055,T004,D0012,Bug,Medium,Critical,Done,2024-01-19 22:46:37.225673,2024-01-21 15:52:37.225673,41.1,1,0,1.7125
I001393,P006,S0055,T004,D0002,Task,Medium,,Done,2024-01-15 06:36:11.195865,2024-01-16 05:12:11.195865,22.6,0,0,0.9416666666666667
I001394,P006,S0055,T004,D0052,Sub-task,Medium,,Reopened,2024-01-20 09:48:28.376650,2024-01-20 12:42:28.376650,2.9,1,0,0.12083333333333333
I001395,P006,S0055,T004,D0032,Story,Low,,Done,2024-01-27 07:39:07.129806,2024-01-29 21:09:07.129806,61.5,0,0,2.5625
I001396,P006,S0055,T004,D0022,Bug,Medium,Major,Done,2024-01-17 06:02:38.885749,2024-01-18 16:44:38.885749,34.7,0,0,1.4458333333333333
I001397,P006,S0055,T004,D0052,Sub-task,Low,,Done,2024-01-16 17:09:43.580287,2024-01-17 14:03:43.580287,20.9,0,0,0.8708333333333333
I001398,P006,S0055,T004,D0007,Task,Low,,Done,2024-01-19 23:13:11.415817,2024-01-20 15:25:11.415817,16.2,0,0,0.675
I001399,P006,S0055,T004,D0012,Bug,Medium,Minor,Done,2024-01-17 16:19:03.367227,2024-01-18 15:55:03.367227,23.6,0,0,0.9833333333333333
I001400,P006,S0055,T004,D0052,Bug,High,Major,Done,2024-01-15 18:41:49.611292,2024-01-16 15:47:49.611292,21.1,0,0,0.8791666666666667
I001401,P006,S0055,T004,D0035,Bug,Medium,Minor,In Progress,2024-01-24 05:04:36.073273,,,0,0,
I001402,P006,S0055,T004,D0058,Task,Medium,,Reopened,2024-01-19 00:52:36.691664,2024-01-21 10:10:36.691664,57.3,1,0,2.3875
I001403,P006,S0055,T004,D0020,Task,High,,In Progress,2024-01-26 19:49:55.607935,,,0,0,
I001404,P006,S0055,T004,D0038,Task,High,,Reopened,2024-01-23 07:30:01.755846,2024-01-25 10:06:01.755846,50.6,1,0,2.1083333333333334
I001405,P006,S0055,T004,D0058,Bug,Low,Minor,Won't Fix,2024-01-18 02:43:13.724205,2024-01-18 19:49:13.724205,17.1,0,0,0.7125
I001406,P006,S0055,T004,D0032,Bug,Medium,Minor,In Progress,2024-01-18 23:14:20.876206,,,0,0,
I001407,P006,S0055,T004,D0038,Task,Low,,Done,2024-01-27 21:30:11.040525,2024-01-29 09:42:11.040525,36.2,0,0,1.5083333333333333
I001408,P006,S0055,T004,D0020,Task,Low,,Reopened,2024-01-23 18:01:34.135059,2024-01-24 05:43:34.135059,11.7,1,0,0.4875
I001409,P006,S0055,T004,D0058,Bug,High,Minor,Won't Fix,2024-01-15 09:25:11.671627,2024-01-15 15:37:11.671627,6.2,0,0,0.25833333333333336
I001410,P006,S0055,T004,D0012,Story,High,,Done,2024-01-17 21:15:44.834565,2024-01-19 05:51:44.834565,32.6,0,0,1.3583333333333334
I001411,P006,S0055,T004,D0034,Task,Medium,,Done,2024-01-25 06:27:09.160313,2024-01-25 18:15:09.160313,11.8,0,0,0.49166666666666664
I001412,P006,S0055,T004,D0014,Bug,Low,Critical,In Progress,2024-01-17 14:05:36.671671,,,0,0,
I001413,P006,S0055,T004,D0020,Task,Low,,Done,2024-01-17 05:52:08.792913,2024-01-20 10:52:08.792913,77.0,0,0,3.2083333333333335
I001414,P006,S0055,T004,D0029,Story,Medium,,Reopened,2024-01-19 16:45:04.949310,2024-01-20 08:51:04.949310,16.1,1,0,0.6708333333333333
I001415,P006,S0055,T004,D0020,Bug,High,Critical,Done,2024-01-24 20:23:21.034968,2024-01-25 12:05:21.034968,15.7,0,0,0.6541666666666667
I001416,P006,S0055,T004,D0034,Bug,Medium,Critical,In Progress,2024-01-24 04:43:33.222074,,,0,0,
I001417,P006,S0055,T004,D0052,Sub-task,Medium,,In Progress,2024-01-19 07:33:17.139197,,,0,0,
I001418,P006,S0056,T004,D0012,Bug,Low,Major,Done,2024-01-29 01:53:52.774820,2024-01-30 18:11:52.774820,40.3,0,0,1.6791666666666667
I001419,P006,S0056,T004,D0034,Bug,Medium,Minor,Done,2024-02-06 18:29:53.827840,2024-02-06 20:29:53.827840,2.0,0,0,0.08333333333333333
I001420,P006,S0056,T004,D0007,Task,Medium,,Done,2024-02-04 20:20:40.540888,2024-02-05 17:08:40.540888,20.8,0,0,0.8666666666666667
I001421,P006,S0056,T004,D0038,Task,High,,Done,2024-02-04 05:05:51.789710,2024-02-04 17:29:51.789710,12.4,0,0,0.5166666666666667
I001422,P006,S0056,T004,D0052,Task,Medium,,Done,2024-01-30 16:39:44.819107,2024-01-31 13:09:44.819107,20.5,0,0,0.8541666666666666
I001423,P006,S0056,T004,D0007,Bug,High,Critical,Done,2024-02-01 00:03:12.211477,2024-02-02 00:27:12.211477,24.4,0,0,1.0166666666666666
I001424,P006,S0056,T004,D0014,Task,High,,Done,2024-02-06 22:03:17.368171,2024-02-07 08:45:17.368171,10.7,0,0,0.44583333333333336
I001425,P006,S0056,T004,D0014,Task,Medium,,Done,2024-01-30 05:09:02.672837,2024-01-30 14:45:02.672837,9.6,0,0,0.4
I001426,P006,S0056,T004,D0029,Task,Medium,,Done,2024-01-31 06:05:50.840241,2024-02-01 02:29:50.840241,20.4,0,0,0.85
I001427,P006,S0056,T004,D0014,Task,Critical,,In Progress,2024-01-30 17:03:00.223582,,,0,0,
I001428,P006,S0056,T004,D0014,Bug,High,Minor,Done,2024-01-29 14:11:05.869277,2024-01-30 02:11:05.869277,12.0,0,0,0.5
I001429,P006,S0056,T004,D0052,Story,High,,Done,2024-01-30 07:12:35.572943,2024-01-31 10:06:35.572943,26.9,0,0,1.1208333333333333
I001430,P006,S0056,T004,D0012,Story,High,,Done,2024-02-03 14:29:51.354610,2024-02-03 21:35:51.354610,7.1,0,0,0.29583333333333334
I001431,P006,S0056,T004,D0038,Story,Low,,Done,2024-01-30 20:15:02.140382,2024-02-01 01:51:02.140382,29.6,0,0,1.2333333333333334
I001432,P006,S0056,T004,D0035,Sub-task,High,,Done,2024-02-03 08:28:39.988678,2024-02-03 21:34:39.988678,13.1,0,0,0.5458333333333333
I001433,P006,S0056,T004,D0052,Bug,Critical,Minor,In Progress,2024-02-10 17:01:16.640413,,,0,0,
I001434,P006,S0056,T004,D0049,Bug,Low,Minor,In Progress,2024-02-09 18:09:56.059568,,,0,0,
I001435,P006,S0056,T004,D0049,Task,High,,Done,2024-01-31 17:43:56.222278,2024-02-01 02:07:56.222278,8.4,0,0,0.35
I001436,P006,S0056,T004,D0052,Bug,High,Major,Done,2024-02-08 11:38:51.148409,2024-02-09 04:38:51.148409,17.0,0,1,0.7083333333333334
I001437,P006,S0056,T004,D0058,Story,Low,,Reopened,2024-02-04 12:44:54.026474,2024-02-07 06:44:54.026474,66.0,1,0,2.75
I001438,P006,S0057,T004,D0022,Task,High,,In Progress,2024-02-14 17:09:29.555726,,,0,0,
I001439,P006,S0057,T004,D0014,Task,Medium,,In Progress,2024-02-21 10:38:58.933426,,,0,0,
I001440,P006,S0057,T004,D0012,Bug,Medium,Major,Done,2024-02-23 16:31:59.987981,2024-02-24 02:49:59.987981,10.3,0,0,0.42916666666666664
I001441,P006,S0057,T004,D0020,Bug,Medium,Blocker,Done,2024-02-22 07:24:50.469244,2024-02-25 03:06:50.469244,67.7,0,0,2.8208333333333333
I001442,P006,S0057,T004,D0032,Story,Critical,,Done,2024-02-12 21:17:56.220529,2024-02-13 15:59:56.220529,18.7,0,0,0.7791666666666667
I001443,P006,S0057,T004,D0022,Story,High,,Done,2024-02-14 11:04:44.914931,2024-02-14 21:28:44.914931,10.4,0,0,0.43333333333333335
I001444,P006,S0057,T004,D0002,Story,Low,,Done,2024-02-14 14:52:20.665676,2024-02-15 21:16:20.665676,30.4,0,0,1.2666666666666666
I001445,P006,S0057,T004,D0005,Story,Medium,,In Progress,2024-02-19 03:21:59.028012,,,0,0,
I001446,P006,S0057,T004,D0058,Task,Low,,Done,2024-02-16 10:02:50.986329,2024-02-17 00:26:50.986329,14.4,0,0,0.6
I001447,P006,S0057,T004,D0002,Story,Low,,In Progress,2024-02-24 17:35:19.097128,,,0,0,
I001448,P006,S0057,T004,D0049,Story,Critical,,Reopened,2024-02-24 09:41:47.647919,2024-02-25 04:05:47.647919,18.4,1,0,0.7666666666666667
I001449,P006,S0057,T004,D0020,Task,Critical,,In Progress,2024-02-12 23:54:19.375006,,,0,0,
I001450,P006,S0057,T004,D0029,Bug,High,Minor,Done,2024-02-16 08:16:09.746398,2024-02-16 21:34:09.746398,13.3,0,0,0.5541666666666667
I001451,P006,S0057,T004,D0049,Story,Medium,,Done,2024-02-15 13:01:47.009066,2024-02-16 02:01:47.009066,13.0,0,0,0.5416666666666666
I001452,P006,S0057,T004,D0007,Bug,High,Major,Done,2024-02-13 07:28:30.693910,2024-02-13 18:40:30.693910,11.2,0,0,0.4666666666666667
I001453,P006,S0057,T004,D0022,Story,Low,,Done,2024-02-12 04:39:07.208699,2024-02-13 02:15:07.208699,21.6,0,0,0.9
I001454,P006,S0057,T004,D0005,Bug,High,Minor,In Progress,2024-02-16 05:05:48.199768,,,0,0,
I001455,P006,S0057,T004,D0032,Story,Medium,,In Progress,2024-02-15 00:07:36.751940,,,0,0,
I001456,P006,S0057,T004,D0034,Bug,Low,Minor,In Progress,2024-02-16 12:26:17.513236,,,0,0,
I001457,P006,S0057,T004,D0002,Story,Medium,,Done,2024-02-13 09:00:10.868223,2024-02-14 16:42:10.868223,31.7,0,0,1.3208333333333333
I001458,P006,S0058,T004,D0032,Sub-task,Medium,,Reopened,2024-03-07 16:05:02.846911,2024-03-08 08:17:02.846911,16.2,1,0,0.675
I001459,P006,S0058,T004,D0002,Bug,Critical,Major,Done,2024-03-01 01:05:31.353499,2024-03-02 00:29:31.353499,23.4,0,0,0.975
I001460,P006,S0058,T004,D0007,Bug,Medium,Blocker,Reopened,2024-03-08 08:06:35.352993,2024-03-09 01:42:35.352993,17.6,1,0,0.7333333333333333
I001461,P006,S0058,T004,D0032,Bug,Medium,Major,Done,2024-03-09 21:22:42.621475,2024-03-10 11:52:42.621475,14.5,0,0,0.6041666666666666
I001462,P006,S0058,T004,D0032,Story,Low,,In Progress,2024-03-01 08:51:57.055093,,,0,0,
I001463,P006,S0058,T004,D0038,Story,Critical,,Done,2024-02-27 10:43:48.245884,2024-02-27 11:43:48.245884,1.0,0,0,0.041666666666666664
I001464,P006,S0058,T004,D0002,Story,Medium,,Done,2024-03-03 21:13:53.469203,2024-03-04 07:25:53.469203,10.2,0,0,0.425
I001465,P006,S0058,T004,D0058,Bug,Low,Blocker,In Progress,2024-03-05 16:22:20.601620,,,0,0,
I001466,P006,S0058,T004,D0052,Bug,Medium,Blocker,Done,2024-02-29 21:26:01.011983,2024-03-01 12:50:01.011983,15.4,0,0,0.6416666666666667
I001467,P006,S0058,T004,D0012,Story,Low,,Reopened,2024-03-09 00:17:55.541898,2024-03-09 06:41:55.541898,6.4,1,0,0.26666666666666666
I001468,P006,S0058,T004,D0038,Bug,Low,Critical,Done,2024-03-07 14:27:08.291729,2024-03-09 10:27:08.291729,44.0,0,0,1.8333333333333333
I001469,P006,S0058,T004,D0014,Bug,High,Major,Done,2024-02-29 19:14:34.741792,2024-03-01 11:38:34.741792,16.4,0,0,0.6833333333333333
I001470,P006,S0058,T004,D0014,Task,Low,,Reopened,2024-03-09 18:20:44.579263,2024-03-10 22:56:44.579263,28.6,1,0,1.1916666666666667
I001471,P006,S0058,T004,D0005,Sub-task,Medium,,Reopened,2024-03-01 11:29:04.483696,2024-03-04 09:11:04.483696,69.7,1,0,2.904166666666667
I001472,P006,S0058,T004,D0058,Task,Low,,Done,2024-03-02 11:56:07.713988,2024-03-03 20:14:07.713988,32.3,0,0,1.3458333333333334
I001473,P006,S0058,T004,D0029,Bug,Medium,Minor,Done,2024-02-26 02:35:27.997550,2024-02-27 01:17:27.997550,22.7,0,0,0.9458333333333333
I001474,P006,S0058,T004,D0002,Story,Low,,Done,2024-02-29 13:02:57.902462,2024-03-04 05:08:57.902462,88.1,0,0,3.6708333333333334
I001475,P006,S0058,T004,D0052,Sub-task,High,,Done,2024-03-09 10:26:52.604560,2024-03-10 10:08:52.604560,23.7,0,0,0.9875
I001476,P006,S0058,T004,D0052,Story,Medium,,Reopened,2024-02-28 14:24:18.264654,2024-02-29 10:36:18.264654,20.2,1,0,0.8416666666666667
I001477,P006,S0058,T004,D0032,Story,High,,Done,2024-02-28 00:38:47.670053,2024-02-28 17:14:47.670053,16.6,0,0,0.6916666666666667
I001478,P006,S0058,T004,D0020,Sub-task,High,,Done,2024-02-28 22:27:25.952337,2024-02-29 20:57:25.952337,22.5,0,0,0.9375
I001479,P006,S0058,T004,D0038,Task,Low,,Done,2024-03-03 00:42:53.554776,2024-03-04 07:30:53.554776,30.8,0,0,1.2833333333333334
I001480,P006,S0058,T004,D0007,Bug,Low,Major,Reopened,2024-02-27 22:12:38.190835,2024-02-28 20:42:38.190835,22.5,1,0,0.9375
I001481,P006,S0058,T004,D0007,Story,Low,,Done,2024-03-08 20:28:02.465704,2024-03-11 18:04:02.465704,69.6,0,0,2.9
I001482,P006,S0058,T004,D0029,Task,Medium,,Done,2024-02-26 04:35:37.875339,2024-02-26 20:11:37.875339,15.6,0,0,0.65
I001483,P006,S0058,T004,D0038,Bug,High,Major,In Progress,2024-03-09 11:03:25.480083,,,0,0,
I001484,P006,S0058,T004,D0007,Bug,Medium,Major,Done,2024-03-06 13:58:16.893974,2024-03-09 14:16:16.893974,72.3,0,0,3.0125
I001485,P006,S0058,T004,D0052,Bug,Low,Blocker,Reopened,2024-03-09 17:31:20.310657,2024-03-14 16:19:20.310657,118.8,1,0,4.95
I001486,P006,S0058,T004,D0048,Story,Low,,Done,2024-02-26 00:24:36.596269,2024-02-27 17:24:36.596269,41.0,0,0,1.7083333333333333
I001487,P006,S0058,T004,D0014,Story,Low,,In Progress,2024-03-03 01:22:53.851563,,,0,0,
I001488,P006,S0058,T004,D0032,Story,Medium,,Done,2024-03-08 03:56:16.400369,2024-03-08 11:44:16.400369,7.8,0,0,0.325
I001489,P006,S0059,T004,D0005,Sub-task,Medium,,Done,2024-03-15 07:29:14.490680,2024-03-16 14:23:14.490680,30.9,0,0,1.2875
I001490,P006,S0059,T004,D0012,Bug,Medium,Minor,Done,2024-03-19 00:17:02.221339,2024-03-20 01:41:02.221339,25.4,0,0,1.0583333333333333
I001491,P006,S0059,T004,D0049,Task,Low,,Done,2024-03-21 14:51:37.691744,2024-03-22 01:03:37.691744,10.2,0,0,0.425
I001492,P006,S0059,T004,D0038,Bug,High,Critical,Done,2024-03-23 14:39:36.487981,2024-03-24 23:51:36.487981,33.2,0,0,1.3833333333333333
I001493,P006,S0059,T004,D0007,Story,High,,Done,2024-03-19 20:13:35.658233,2024-03-20 19:07:35.658233,22.9,0,0,0.9541666666666667
I001494,P006,S0059,T004,D0005,Story,Medium,,Done,2024-03-16 14:24:54.093332,2024-03-17 10:18:54.093332,19.9,0,0,0.8291666666666667
I001495,P006,S0059,T004,D0007,Bug,Low,Major,Done,2024-03-13 17:59:48.952570,2024-03-14 10:29:48.952570,16.5,0,0,0.6875
I001496,P006,S0059,T004,D0049,Story,Medium,,In Progress,2024-03-12 05:19:00.135005,,,0,0,
I001497,P006,S0059,T004,D0052,Task,High,,Done,2024-03-21 11:41:42.027468,2024-03-22 04:53:42.027468,17.2,0,0,0.7166666666666667
I001498,P006,S0059,T004,D0007,Task,Critical,,Done,2024-03-13 22:08:58.687123,2024-03-13 23:56:58.687123,1.8,0,0,0.075
I001499,P006,S0059,T004,D0014,Sub-task,Low,,Done,2024-03-17 17:05:52.884519,2024-03-18 17:59:52.884519,24.9,0,0,1.0375
I001500,P006,S0059,T004,D0022,Bug,High,Major,Done,2024-03-22 13:51:54.911369,2024-03-22 23:51:54.911369,10.0,0,0,0.4166666666666667
I001501,P006,S0059,T004,D0014,Bug,Medium,Minor,Done,2024-03-13 11:52:08.095843,2024-03-13 13:58:08.095843,2.1,0,0,0.0875
I001502,P006,S0059,T004,D0048,Bug,Medium,Critical,In Progress,2024-03-11 15:26:21.567224,,,0,0,
I001503,P006,S0059,T004,D0032,Story,Medium,,Done,2024-03-19 08:35:40.333006,2024-03-20 20:23:40.333006,35.8,0,0,1.4916666666666667
I001504,P006,S0059,T004,D0035,Story,Low,,In Progress,2024-03-23 21:24:53.421774,,,0,0,
I001505,P006,S0059,T004,D0038,Story,High,,Reopened,2024-03-14 05:35:47.877582,2024-03-14 09:17:47.877582,3.7,1,0,0.15416666666666667
I001506,P006,S0059,T004,D0058,Task,High,,Done,2024-03-14 16:58:10.621946,2024-03-15 15:34:10.621946,22.6,0,0,0.9416666666666667
I001507,P006,S0059,T004,D0014,Story,Low,,Done,2024-03-11 10:53:26.260911,2024-03-15 17:53:26.260911,103.0,0,0,4.291666666666667
I001508,P006,S0059,T004,D0052,Bug,Low,Minor,In Progress,2024-03-21 22:41:27.736003,,,0,0,
I001509,P006,S0060,T004,D0022,Story,Low,,Done,2024-03-25 09:48:52.721700,2024-03-27 22:00:52.721700,60.2,0,0,2.5083333333333333
I001510,P006,S0060,T004,D0007,Task,Medium,,Done,2024-03-31 01:56:14.366475,2024-03-31 04:44:14.366475,2.8,0,0,0.11666666666666667
I001511,P006,S0060,T004,D0029,Story,High,,Done,2024-04-05 06:15:53.605195,2024-04-06 16:15:53.605195,34.0,0,0,1.4166666666666667
I001512,P006,S0060,T004,D0020,Bug,High,Major,Reopened,2024-04-06 19:44:42.811186,2024-04-08 06:44:42.811186,35.0,1,0,1.4583333333333333
I001513,P006,S0060,T004,D0032,Task,Critical,,Done,2024-03-27 14:55:54.558856,2024-03-28 01:01:54.558856,10.1,0,0,0.42083333333333334
I001514,P006,S0060,T004,D0035,Story,Medium,,Done,2024-03-26 00:36:03.231137,2024-03-26 09:18:03.231137,8.7,0,0,0.3625
I001515,P006,S0060,T004,D0032,Task,Low,,Done,2024-04-03 09:14:08.833508,2024-04-03 19:08:08.833508,9.9,0,0,0.4125
I001516,P006,S0060,T004,D0058,Story,Critical,,Done,2024-03-28 13:07:14.421686,2024-03-29 05:31:14.421686,16.4,0,0,0.6833333333333333
