pull_request_id,project_id,sprint_id,author_id,reviewer_id,opened_date,closed_date,review_time_hours,pr_size_lines,status,is_merged
PR001069,P006,S0056,D0034,D0048,2024-01-30 03:17:13.496380,2024-01-30 10:41:13.496380,7.4,99,Closed,0
PR001070,P006,S0056,D0048,D0029,2024-01-31 12:28:45.871362,2024-01-31 16:34:45.871362,4.1,119,Merged,1
PR001071,P006,S0056,D0032,D0034,2024-01-31 12:48:22.872388,2024-02-01 22:42:22.872388,33.9,168,Merged,1
PR001072,P006,S0056,D0012,D0029,2024-01-29 22:09:29.795094,2024-01-31 08:39:29.795094,34.5,173,Merged,1
PR001073,P006,S0056,D0022,D0002,2024-02-05 19:32:13.311365,,,240,Open,0
PR001074,P006,S0056,D0058,D0048,2024-02-09 14:10:13.991360,2024-02-10 00:46:13.991360,10.6,35,Merged,1
PR001075,P006,S0056,D0048,D0052,2024-01-29 03:26:35.323338,2024-01-30 06:44:35.323338,27.3,94,Merged,1
PR001076,P006,S0056,D0020,D0022,2024-02-01 03:59:36.546912,2024-02-02 05:29:36.546912,25.5,146,Merged,1
PR001077,P006,S0056,D0048,D0049,2024-02-06 19:04:15.675912,2024-02-07 07:52:15.675912,12.8,151,Merged,1
PR001078,P006,S0056,D0002,D0048,2024-02-02 02:39:10.104646,2024-02-02 13:21:10.104646,10.7,129,Merged,1
PR001079,P006,S0056,D0035,D0022,2024-02-06 23:48:51.247251,2024-02-07 22:24:51.247251,22.6,111,Merged,1
PR001080,P006,S0056,D0038,D0002,2024-02-08 23:20:38.491180,2024-02-09 09:44:38.491180,10.4,51,Merged,1
PR001081,P006,S0056,D0007,D0005,2024-02-02 08:12:50.976305,2024-02-02 21:36:50.976305,13.4,161,Merged,1
PR001082,P006,S0056,D0012,D0007,2024-02-02 19:09:41.972279,2024-02-02 22:45:41.972279,3.6,36,Merged,1
PR001083,P006,S0056,D0035,D0048,2024-02-01 07:28:19.007729,2024-02-02 03:40:19.007729,20.2,72,Merged,1
PR001084,P006,S0056,D0012,D0029,2024-02-03 06:09:35.208510,2024-02-05 05:21:35.208510,47.2,164,Closed,0
PR001085,P006,S0056,D0012,D0058,2024-02-02 06:46:27.107614,2024-02-02 12:04:27.107614,5.3,159,Merged,1
PR001086,P006,S0056,D0034,D0052,2024-01-29 18:00:59.458197,2024-01-30 06:36:59.458197,12.6,48,Merged,1
PR001087,P006,S0056,D0020,D0058,2024-01-29 02:39:35.687854,2024-01-29 18:39:35.687854,16.0,73,Merged,1
PR001088,P006,S0056,D0002,D0034,2024-02-03 01:56:03.440941,2024-02-03 14:26:03.440941,12.5,104,Merged,1
PR001089,P006,S0056,D0034,D0020,2024-02-08 18:20:20.398016,2024-02-09 20:50:20.398016,26.5,146,Merged,1
PR001090,P006,S0056,D0049,D0035,2024-02-07 11:19:36.948917,,,144,Open,0
PR001091,P006,S0056,D0022,D0029,2024-01-30 05:13:35.821761,,,24,Open,0
PR001092,P006,S0057,D0058,D0020,2024-02-22 21:47:55.053223,2024-02-23 13:05:55.053223,15.3,31,Merged,1
PR001093,P006,S0057,D0029,D0022,2024-02-22 08:52:56.860791,2024-02-23 07:16:56.860791,22.4,147,Merged,1
PR001094,P006,S0057,D0034,D0048,2024-02-19 13:52:52.725098,,,324,Open,0
PR001095,P006,S0057,D0002,D0014,2024-02-22 10:07:03.139827,2024-02-24 11:13:03.139827,49.1,157,Merged,1
PR001096,P006,S0057,D0049,D0038,2024-02-19 07:58:06.687804,2024-02-20 10:46:06.687804,26.8,80,Merged,1
PR001097,P006,S0057,D0052,D0032,2024-02-15 08:14:16.894017,2024-02-16 00:14:16.894017,16.0,66,Merged,1
PR001098,P006,S0057,D0048,D0014,2024-02-16 06:25:14.228348,2024-02-16 19:55:14.228348,13.5,38,Closed,0
PR001099,P006,S0057,D0032,D0058,2024-02-21 10:49:39.158836,2024-02-21 20:07:39.158836,9.3,26,Merged,1
PR001100,P006,S0057,D0002,D0032,2024-02-13 09:58:17.006481,2024-02-13 18:16:17.006481,8.3,201,Merged,1
PR001101,P006,S0057,D0052,D0034,2024-02-14 22:22:04.599031,2024-02-15 00:34:04.599031,2.2,38,Merged,1
PR001102,P006,S0057,D0012,D0048,2024-02-16 18:41:14.081891,2024-02-17 17:35:14.081891,22.9,19,Merged,1
PR001103,P006,S0057,D0032,D0034,2024-02-19 14:13:06.976229,2024-02-19 20:43:06.976229,6.5,130,Merged,1
PR001104,P006,S0057,D0007,D0058,2024-02-16 05:24:41.920692,2024-02-16 14:12:41.920692,8.8,85,Merged,1
PR001105,P006,S0057,D0012,D0048,2024-02-16 11:46:13.024202,,,137,Open,0
PR001106,P006,S0057,D0034,D0048,2024-02-14 02:54:50.779754,,,26,Open,0
PR001107,P006,S0057,D0038,D0052,2024-02-23 13:30:14.962342,2024-02-24 04:30:14.962342,15.0,77,Closed,0
PR001108,P006,S0057,D0022,D0014,2024-02-21 18:35:07.268357,2024-02-22 13:47:07.268357,19.2,174,Merged,1
PR001109,P006,S0057,D0020,D0034,2024-02-14 22:57:26.424320,2024-02-15 16:27:26.424320,17.5,234,Merged,1
PR001110,P006,S0057,D0038,D0029,2024-02-22 16:49:44.754073,2024-02-22 18:13:44.754073,1.4,165,Merged,1
PR001111,P006,S0057,D0020,D0007,2024-02-12 03:04:41.843362,2024-02-13 01:16:41.843362,22.2,78,Merged,1
PR001112,P006,S0057,D0032,D0020,2024-02-18 20:03:01.131101,2024-02-19 00:27:01.131101,4.4,260,Merged,1
PR001113,P006,S0057,D0038,D0049,2024-02-16 09:52:34.990024,2024-02-16 16:40:34.990024,6.8,172,Closed,0
PR001114,P006,S0057,D0034,D0012,2024-02-14 00:12:28.647693,2024-02-14 03:00:28.647693,2.8,120,Merged,1
PR001115,P006,S0057,D0005,D0014,2024-02-23 08:07:54.973199,2024-02-24 02:49:54.973199,18.7,9,Closed,0
PR001116,P006,S0057,D0032,D0058,2024-02-22 21:51:41.192938,2024-02-23 09:51:41.192938,12.0,105,Merged,1
PR001117,P006,S0057,D0005,D0007,2024-02-13 23:09:06.273369,2024-02-14 05:27:06.273369,6.3,8,Merged,1
PR001118,P006,S0057,D0002,D0038,2024-02-15 12:45:55.591707,2024-02-15 23:21:55.591707,10.6,52,Closed,0
PR001119,P006,S0057,D0058,D0035,2024-02-13 06:06:55.010042,2024-02-13 07:06:55.010042,1.0,6,Closed,0
PR001120,P006,S0058,D0038,D0002,2024-02-28 05:15:45.273571,2024-02-28 15:51:45.273571,10.6,44,Merged,1
PR001121,P006,S0058,D0049,D0052,2024-03-05 07:22:22.920439,,,400,Open,0
PR001122,P006,S0058,D0052,D0029,2024-02-29 06:18:01.646892,2024-03-01 03:18:01.646892,21.0,74,Merged,1
PR001123,P006,S0058,D0002,D0049,2024-02-29 21:48:20.367942,2024-03-01 21:06:20.367942,23.3,154,Merged,1
PR001124,P006,S0058,D0038,D0058,2024-02-29 02:17:22.271757,2024-02-29 21:41:22.271757,19.4,255,Merged,1
PR001125,P006,S0058,D0022,D0049,2024-03-04 02:27:46.856851,2024-03-04 16:57:46.856851,14.5,62,Closed,0
PR001126,P006,S0058,D0020,D0052,2024-03-08 22:33:06.658818,2024-03-09 22:57:06.658818,24.4,164,Merged,1
PR001127,P006,S0058,D0007,D0014,2024-02-26 20:38:56.320497,2024-02-27 10:20:56.320497,13.7,104,Closed,0
PR001128,P006,S0058,D0048,D0020,2024-02-26 00:03:18.887466,2024-02-27 08:33:18.887466,32.5,111,Merged,1
PR001129,P006,S0058,D0032,D0029,2024-02-29 19:59:05.636040,2024-03-01 03:11:05.636040,7.2,31,Merged,1
PR001130,P006,S0058,D0038,D0007,2024-02-27 21:31:02.252386,2024-02-29 03:43:02.252386,30.2,470,Merged,1
PR001131,P006,S0058,D0058,D0032,2024-03-04 23:09:35.173783,2024-03-06 02:57:35.173783,27.8,82,Merged,1
PR001132,P006,S0058,D0012,D0034,2024-03-03 03:51:10.942018,2024-03-03 15:51:10.942018,12.0,179,Merged,1
PR001133,P006,S0058,D0034,D0038,2024-03-03 12:20:48.591537,2024-03-03 23:44:48.591537,11.4,55,Closed,0
PR001134,P006,S0058,D0035,D0038,2024-02-29 06:05:19.156614,2024-03-01 16:17:19.156614,,345,Merged,1
PR001135,P006,S0058,D0038,D0052,2024-03-04 14:35:13.648313,2024-03-04 22:23:13.648313,7.8,78,Merged,1
PR001136,P006,S0058,D0034,D0048,2024-02-27 13:54:54.807667,2024-02-28 07:36:54.807667,17.7,147,Merged,1
PR001137,P006,S0058,D0020,D0002,2024-03-06 08:34:41.906926,,,28,Open,0
PR001138,P006,S0058,D0038,D0034,2024-03-05 20:29:10.022361,2024-03-05 21:53:10.022361,1.4,24,Merged,1
PR001139,P006,S0058,D0032,D0038,2024-02-26 03:32:06.778511,2024-02-26 14:56:06.778511,11.4,76,Merged,1
PR001140,P006,S0059,D0034,D0014,2024-03-18 19:52:51.210097,2024-03-19 16:04:51.210097,20.2,61,Merged,1
PR001141,P006,S0059,D0014,D0020,2024-03-13 15:19:00.921298,2024-03-13 21:13:00.921298,5.9,192,Merged,1
PR001142,P006,S0059,D0058,D0012,2024-03-12 18:37:20.279418,2024-03-12 21:07:20.279418,,46,Merged,1
PR001143,P006,S0059,D0014,D0007,2024-03-20 17:12:28.211127,2024-03-21 00:30:28.211127,,88,Merged,1
PR001144,P006,S0059,D0002,D0020,2024-03-21 08:03:17.401008,2024-03-21 09:15:17.401008,1.2,99,Merged,1
PR001145,P006,S0059,D0052,D0012,2024-03-21 22:27:35.976640,2024-03-22 20:27:35.976640,22.0,89,Merged,1
PR001146,P006,S0059,D0012,D0005,2024-03-16 03:08:41.891918,2024-03-16 14:32:41.891918,11.4,303,Merged,1
PR001147,P006,S0059,D0049,D0012,2024-03-17 20:22:20.005636,2024-03-18 00:28:20.005636,4.1,101,Merged,1
PR001148,P006,S0059,D0022,D0048,2024-03-17 02:16:55.096287,2024-03-17 18:46:55.096287,16.5,151,Merged,1
PR001149,P006,S0059,D0020,D0002,2024-03-18 11:15:52.533061,2024-03-18 21:27:52.533061,10.2,25,Merged,1
PR001150,P006,S0059,D0038,D0022,2024-03-20 19:43:49.179060,2024-03-21 02:19:49.179060,6.6,5,Merged,1
PR001151,P006,S0059,D0034,D0007,2024-03-20 01:52:56.911642,2024-03-20 07:22:56.911642,5.5,19,Merged,1
PR001152,P006,S0060,D0014,D0032,2024-03-25 08:36:34.824948,2024-03-26 08:06:34.824948,23.5,248,Merged,1
PR001153,P006,S0060,D0038,D0034,2024-04-01 15:44:33.957175,2024-04-02 00:26:33.957175,8.7,77,Merged,1
PR001154,P006,S0060,D0002,D0012,2024-03-28 09:38:53.328280,2024-03-28 16:02:53.328280,6.4,72,Merged,1
PR001155,P006,S0060,D0005,D0038,2024-03-26 12:47:56.965787,2024-03-26 13:47:56.965787,1.0,142,Merged,1
PR001156,P006,S0060,D0058,D0032,2024-04-04 17:39:59.788417,2024-04-05 19:09:59.788417,25.5,126,Merged,1
PR001157,P006,S0060,D0052,D0022,2024-04-03 07:25:48.355921,2024-04-04 16:07:48.355921,32.7,40,Merged,1
PR001158,P006,S0060,D0032,D0034,2024-04-03 14:47:37.255798,2024-04-03 21:35:37.255798,6.8,58,Merged,1
PR001159,P006,S0060,D0038,D0012,2024-04-03 08:12:27.269009,2024-04-05 09:24:27.269009,49.2,267,Merged,1
PR001160,P006,S0060,D0012,D0014,2024-03-30 10:53:24.360422,2024-03-31 13:23:24.360422,26.5,270,Merged,1
PR001161,P006,S0060,D0022,D0052,2024-03-29 10:49:25.129845,2024-03-30 10:43:25.129845,23.9,74,Merged,1
PR001162,P006,S0060,D0035,D0058,2024-03-25 13:50:22.823775,2024-03-25 19:08:22.823775,5.3,92,Merged,1
PR001163,P007,S0061,D0014,D0005,2023-11-25 09:32:14.491681,2023-11-27 15:38:14.491681,54.1,108,Merged,1
PR001164,P007,S0061,D0005,D0014,2023-11-23 09:59:15.729846,2023-11-23 17:17:15.729846,7.3,69,Merged,1
PR001165,P007,S0061,D0020,D0034,2023-11-23 15:12:48.814126,2023-11-23 23:00:48.814126,7.8,114,Merged,1
PR001166,P007,S0061,D0020,D0007,2023-11-25 15:14:16.934291,2023-11-25 16:20:16.934291,1.1,171,Closed,0
PR001167,P007,S0061,D0049,D0048,2023-11-20 14:37:17.227360,2023-11-20 21:49:17.227360,7.2,32,Merged,1
PR001168,P007,S0061,D0034,D0038,2023-11-18 12:02:09.513482,2023-11-20 19:50:09.513482,55.8,125,Merged,1
PR001169,P007,S0061,D0049,D0002,2023-11-23 19:09:31.353345,,,122,Open,0
PR001170,P007,S0061,D0002,D0052,2023-11-29 16:25:37.095992,2023-11-29 19:37:37.095992,3.2,81,Merged,1
PR001171,P007,S0061,D0038,D0058,2023-11-21 12:50:54.021670,2023-11-22 09:44:54.021670,20.9,141,Merged,1
PR001172,P007,S0061,D0032,D0035,2023-11-27 07:45:06.122990,2023-11-28 06:39:06.122990,22.9,131,Merged,1
PR001173,P007,S0062,D0020,D0012,2023-12-10 23:13:05.292932,2023-12-11 21:43:05.292932,22.5,199,Merged,1
PR001174,P007,S0062,D0020,D0052,2023-12-06 22:24:27.057959,2023-12-07 04:18:27.057959,5.9,206,Merged,1
PR001175,P007,S0062,D0020,D0038,2023-12-03 18:01:06.743354,2023-12-04 03:37:06.743354,9.6,39,Merged,1
PR001176,P007,S0062,D0032,D0005,2023-12-11 17:30:48.278857,2023-12-12 18:42:48.278857,25.2,40,Merged,1
PR001177,P007,S0062,D0022,D0058,2023-12-11 07:55:32.055767,2023-12-12 02:19:32.055767,18.4,176,Merged,1
PR001178,P007,S0062,D0007,D0048,2023-12-07 20:17:51.675483,2023-12-08 05:47:51.675483,9.5,188,Merged,1
PR001179,P007,S0062,D0058,D0034,2023-12-07 05:59:18.338225,2023-12-07 12:41:18.338225,6.7,88,Merged,1
PR001180,P007,S0062,D0014,D0005,2023-12-11 15:55:04.409192,2023-12-12 05:49:04.409192,13.9,207,Merged,1
PR001181,P007,S0062,D0007,D0035,2023-12-09 09:30:45.727342,2023-12-10 00:24:45.727342,14.9,67,Merged,1
PR001182,P007,S0062,D0029,D0002,2023-12-11 18:39:19.762408,2023-12-12 02:45:19.762408,8.1,27,Merged,1
PR001183,P007,S0062,D0005,D0020,2023-12-07 15:49:30.440425,2023-12-07 20:13:30.440425,4.4,133,Closed,0
PR001184,P007,S0062,D0058,D0014,2023-12-07 02:30:40.733085,2023-12-07 15:18:40.733085,12.8,15,Merged,1
PR001185,P007,S0062,D0022,D0020,2023-12-05 19:19:48.086204,2023-12-06 17:55:48.086204,22.6,52,Merged,1
PR001186,P007,S0063,D0022,D0032,2023-12-21 00:46:03.433086,2023-12-22 01:04:03.433086,24.3,85,Closed,0
PR001187,P007,S0063,D0038,D0049,2023-12-23 04:19:41.263853,2023-12-23 23:43:41.263853,19.4,72,Merged,1
PR001188,P007,S0063,D0052,D0012,2023-12-24 15:53:18.437537,2023-12-25 04:41:18.437537,12.8,29,Merged,1
PR001189,P007,S0063,D0014,D0038,2023-12-18 11:23:27.874348,2023-12-19 01:59:27.874348,14.6,92,Closed,0
PR001190,P007,S0063,D0029,D0005,2023-12-27 07:48:24.339117,,,321,Open,0
PR001191,P007,S0063,D0038,D0002,2023-12-26 15:14:13.340869,2023-12-27 07:50:13.340869,16.6,78,Merged,1
PR001192,P007,S0063,D0005,D0014,2023-12-23 20:55:43.503741,2023-12-24 00:25:43.503741,3.5,189,Merged,1
PR001193,P007,S0063,D0032,D0035,2023-12-23 21:05:01.740491,2023-12-24 12:53:01.740491,15.8,26,Merged,1
PR001194,P007,S0063,D0032,D0022,2023-12-20 10:36:45.376354,2023-12-21 04:12:45.376354,17.6,44,Closed,0
PR001195,P007,S0063,D0005,D0014,2023-12-26 13:32:47.113295,2023-12-27 06:08:47.113295,16.6,103,Merged,1
PR001196,P007,S0063,D0022,D0029,2023-12-25 08:25:42.470689,2023-12-26 03:31:42.470689,19.1,79,Merged,1
PR001197,P007,S0063,D0049,D0007,2023-12-24 17:26:58.435657,2023-12-25 01:14:58.435657,7.8,256,Merged,1
PR001198,P007,S0063,D0058,D0022,2023-12-24 15:13:11.264244,2023-12-24 22:55:11.264244,7.7,211,Merged,1
PR001199,P007,S0063,D0048,D0005,2023-12-21 14:03:14.874367,2023-12-22 05:51:14.874367,15.8,110,Merged,1
PR001200,P007,S0063,D0007,D0034,2023-12-23 06:07:25.161655,2023-12-23 21:25:25.161655,15.3,83,Merged,1
PR001201,P007,S0063,D0007,D0035,2023-12-23 21:42:20.570241,2023-12-24 05:36:20.570241,7.9,79,Merged,1
PR001202,P007,S0063,D0032,D0022,2023-12-18 01:48:56.644306,2023-12-18 09:24:56.644306,7.6,157,Closed,0
PR001203,P007,S0063,D0029,D0012,2023-12-21 08:28:09.394109,2023-12-22 03:28:09.394109,19.0,215,Merged,1
PR001204,P007,S0063,D0048,D0022,2023-12-25 20:10:43.444205,2023-12-25 21:28:43.444205,1.3,26,Merged,1
PR001205,P007,S0063,D0014,D0012,2023-12-16 17:47:48.744881,2023-12-17 09:23:48.744881,15.6,186,Merged,1
PR001206,P007,S0063,D0002,D0022,2023-12-21 08:27:11.891112,2023-12-21 20:57:11.891112,12.5,65,Closed,0
PR001207,P007,S0063,D0029,D0035,2023-12-26 14:07:43.556633,2023-12-27 00:01:43.556633,9.9,116,Merged,1
PR001208,P007,S0063,D0002,D0007,2023-12-23 15:54:28.495478,2023-12-24 06:12:28.495478,14.3,316,Merged,1
PR001209,P007,S0063,D0020,D0032,2023-12-19 20:20:14.585922,2023-12-20 12:32:14.585922,16.2,92,Merged,1
PR001210,P007,S0064,D0005,D0020,2024-01-06 05:16:28.394634,2024-01-06 17:40:28.394634,12.4,302,Merged,1
PR001211,P007,S0064,D0035,D0049,2024-01-06 12:24:46.312442,2024-01-07 02:18:46.312442,13.9,11,Merged,1
PR001212,P007,S0064,D0022,D0002,2024-01-04 01:44:02.739721,2024-01-04 20:50:02.739721,19.1,14,Merged,1
PR001213,P007,S0064,D0052,D0014,2024-01-08 08:23:46.592610,2024-01-08 16:23:46.592610,8.0,74,Merged,1
PR001214,P007,S0064,D0058,D0007,2024-01-06 03:27:16.861491,,,40,Open,0
PR001215,P007,S0064,D0002,D0014,2024-01-07 11:04:21.417683,2024-01-07 19:46:21.417683,8.7,35,Merged,1
PR001216,P007,S0064,D0058,D0020,2024-01-04 17:45:54.739323,2024-01-05 06:21:54.739323,12.6,139,Closed,0
PR001217,P007,S0064,D0002,D0022,2024-01-10 14:02:09.157716,2024-01-10 18:02:09.157716,4.0,11,Merged,1
PR001218,P007,S0064,D0002,D0049,2024-01-03 03:36:31.794618,2024-01-04 00:42:31.794618,21.1,147,Merged,1
PR001219,P007,S0064,D0020,D0058,2024-01-04 04:31:44.420973,2024-01-06 02:55:44.420973,46.4,85,Merged,1
PR001220,P007,S0064,D0005,D0012,2024-01-08 04:28:04.161007,,,141,Open,0
PR001221,P007,S0064,D0052,D0035,2023-12-31 05:55:37.958832,2024-01-01 02:07:37.958832,20.2,134,Merged,1
PR001222,P007,S0064,D0002,D0058,2023-12-31 19:08:51.704585,2024-01-01 18:14:51.704585,23.1,126,Merged,1
PR001223,P007,S0064,D0007,D0038,2024-01-09 16:41:01.337341,2024-01-11 01:11:01.337341,32.5,86,Merged,1
PR001224,P007,S0064,D0012,D0014,2024-01-08 04:06:14.621224,2024-01-08 17:36:14.621224,13.5,74,Merged,1
PR001225,P007,S0064,D0007,D0029,2024-01-01 02:31:48.927145,2024-01-01 09:37:48.927145,7.1,246,Merged,1
PR001226,P007,S0064,D0029,D0022,2023-12-30 16:52:31.701057,2023-12-31 03:52:31.701057,11.0,32,Merged,1
PR001227,P007,S0064,D0012,D0032,2024-01-05 03:22:35.401410,,,178,Open,0
PR001228,P007,S0064,D0049,D0007,2024-01-05 23:23:38.867985,2024-01-06 09:59:38.867985,10.6,304,Merged,1
PR001229,P007,S0064,D0052,D0048,2024-01-06 03:29:22.920530,2024-01-06 11:35:22.920530,8.1,68,Merged,1
PR001230,P007,S0064,D0022,D0035,2024-01-10 17:28:03.502168,,,162,Open,0
PR001231,P007,S0065,D0048,D0035,2024-01-14 14:06:13.597286,2024-01-14 21:54:13.597286,7.8,78,Merged,1
PR001232,P007,S0065,D0020,D0002,2024-01-22 19:06:54.643482,2024-01-23 21:54:54.643482,26.8,35,Merged,1
PR001233,P007,S0065,D0029,D0022,2024-01-22 02:51:30.763045,2024-01-22 10:39:30.763045,7.8,306,Merged,1
PR001234,P007,S0065,D0002,D0048,2024-01-18 11:16:01.023619,,,126,Open,0
PR001235,P007,S0065,D0052,D0005,2024-01-16 21:32:14.607852,,,11,Open,0
PR001236,P007,S0065,D0022,D0007,2024-01-22 15:33:59.784899,2024-01-22 17:45:59.784899,,104,Merged,1
PR001237,P007,S0065,D0012,D0034,2024-01-24 01:38:48.246683,2024-01-24 13:38:48.246683,12.0,310,Merged,1
PR001238,P007,S0065,D0029,D0048,2024-01-13 07:44:59.767222,2024-01-13 21:02:59.767222,13.3,18,Merged,1
PR001239,P007,S0065,D0034,D0014,2024-01-22 13:40:15.478997,2024-01-24 11:46:15.478997,46.1,154,Merged,1
PR001240,P007,S0065,D0002,D0052,2024-01-17 06:56:27.064491,2024-01-19 15:20:27.064491,56.4,140,Merged,1
PR001241,P007,S0065,D0038,D0007,2024-01-14 20:16:49.531952,,,53,Open,0
PR001242,P007,S0065,D0058,D0032,2024-01-15 22:57:54.845179,2024-01-16 10:45:54.845179,11.8,70,Merged,1
PR001243,P007,S0065,D0002,D0029,2024-01-20 23:34:08.718501,2024-01-21 20:10:08.718501,20.6,72,Merged,1
PR001244,P007,S0065,D0002,D0005,2024-01-20 05:53:33.067118,2024-01-20 18:35:33.067118,12.7,354,Merged,1
PR001245,P007,S0065,D0034,D0052,2024-01-14 21:51:00.282931,2024-01-15 17:27:00.282931,19.6,192,Merged,1
PR001246,P007,S0065,D0007,D0022,2024-01-19 22:25:46.833535,2024-01-20 01:19:46.833535,2.9,113,Merged,1
PR001247,P007,S0065,D0012,D0022,2024-01-20 07:42:14.155933,2024-01-20 09:42:14.155933,2.0,91,Merged,1
PR001248,P007,S0065,D0014,D0058,2024-01-13 20:45:59.624328,2024-01-14 11:33:59.624328,14.8,8,Merged,1
PR001249,P007,S0065,D0048,D0002,2024-01-14 12:40:26.631195,2024-01-14 14:28:26.631195,1.8,213,Closed,0
PR001250,P007,S0065,D0002,D0034,2024-01-20 06:52:21.539222,2024-01-21 21:58:21.539222,39.1,39,Merged,1
PR001251,P007,S0065,D0032,D0005,2024-01-20 17:58:27.224452,2024-01-21 03:46:27.224452,9.8,113,Closed,0
PR001252,P007,S0065,D0048,D0038,2024-01-23 20:37:37.203824,2024-01-24 00:43:37.203824,4.1,115,Merged,1
PR001253,P007,S0065,D0005,D0022,2024-01-13 14:58:15.516749,2024-01-13 23:58:15.516749,9.0,22,Merged,1
PR001254,P007,S0065,D0002,D0038,2024-01-17 17:14:00.826128,2024-01-17 20:50:00.826128,3.6,22,Merged,1
PR001255,P007,S0065,D0049,D0029,2024-01-21 16:50:02.686906,,,57,Open,0
PR001256,P007,S0065,D0022,D0012,2024-01-22 20:49:11.914360,2024-01-23 05:25:11.914360,8.6,50,Merged,1
PR001257,P007,S0065,D0020,D0035,2024-01-23 05:57:10.763091,2024-01-23 18:21:10.763091,12.4,123,Merged,1
PR001258,P007,S0065,D0035,D0032,2024-01-19 08:59:55.842145,2024-01-19 23:29:55.842145,14.5,303,Merged,1
PR001259,P007,S0065,D0058,D0022,2024-01-13 14:12:03.862938,,,223,Open,0
PR001260,P007,S0066,D0032,D0034,2024-02-05 04:56:47.070177,,,75,Open,0
PR001261,P007,S0066,D0058,D0007,2024-01-28 17:29:03.223102,2024-01-28 21:59:03.223102,4.5,53,Merged,1
PR001262,P007,S0066,D0049,D0052,2024-01-28 07:03:27.049978,2024-01-28 14:21:27.049978,7.3,43,Merged,1
PR001263,P007,S0066,D0048,D0012,2024-02-01 22:56:14.072869,2024-02-02 05:50:14.072869,6.9,55,Closed,0
PR001264,P007,S0066,D0022,D0005,2024-01-27 13:51:57.232066,2024-01-28 22:03:57.232066,32.2,165,Merged,1
PR001265,P007,S0066,D0022,D0005,2024-01-27 00:25:37.151710,2024-01-27 23:07:37.151710,22.7,129,Merged,1
PR001266,P007,S0066,D0034,D0052,2024-02-02 19:36:47.509307,,,543,Open,0
PR001267,P007,S0066,D0034,D0029,2024-02-01 00:33:50.518660,2024-02-01 06:51:50.518660,6.3,46,Merged,1
PR001268,P007,S0066,D0052,D0029,2024-02-01 00:01:53.938804,,,170,Open,0
PR001269,P007,S0066,D0035,D0012,2024-01-27 22:43:04.486856,2024-01-28 02:55:04.486856,4.2,48,Closed,0
PR001270,P007,S0066,D0002,D0058,2024-02-02 23:51:47.344801,2024-02-03 03:03:47.344801,3.2,71,Merged,1
PR001271,P007,S0066,D0032,D0048,2024-02-06 17:44:05.991235,2024-02-06 18:26:05.991235,0.7,63,Merged,1
PR001272,P007,S0066,D0058,D0048,2024-01-31 13:10:15.716950,2024-01-31 19:16:15.716950,6.1,81,Merged,1
PR001273,P007,S0066,D0058,D0048,2024-01-27 00:01:56.266438,,,52,Open,0
PR001274,P007,S0066,D0038,D0012,2024-02-01 22:32:31.846193,2024-02-02 22:44:31.846193,24.2,25,Merged,1
PR001275,P007,S0066,D0035,D0007,2024-01-31 17:01:06.120981,2024-01-31 23:55:06.120981,6.9,25,Merged,1
PR001276,P007,S0066,D0005,D0022,2024-01-31 07:02:03.072346,2024-01-31 14:56:03.072346,7.9,126,Merged,1
PR001277,P007,S0066,D0049,D0020,2024-02-02 11:35:09.693826,2024-02-03 10:05:09.693826,22.5,228,Merged,1
PR001278,P007,S0066,D0022,D0034,2024-02-04 07:07:43.432316,2024-02-04 23:43:43.432316,16.6,93,Merged,1
PR001279,P007,S0066,D0005,D0002,2024-01-28 20:13:34.131173,2024-01-29 18:25:34.131173,22.2,88,Merged,1
PR001280,P007,S0066,D0029,D0002,2024-01-31 10:38:54.221272,2024-02-01 05:38:54.221272,19.0,247,Merged,1
PR001281,P007,S0066,D0032,D0029,2024-02-02 02:30:12.575705,2024-02-02 08:54:12.575705,6.4,78,Merged,1
PR001282,P007,S0066,D0012,D0032,2024-01-27 03:10:21.016488,2024-01-27 14:04:21.016488,10.9,140,Merged,1
PR001283,P007,S0066,D0052,D0014,2024-02-05 20:53:34.346510,2024-02-06 08:29:34.346510,11.6,296,Merged,1
PR001284,P007,S0066,D0048,D0007,2024-02-07 00:45:23.430467,2024-02-07 07:27:23.430467,6.7,26,Merged,1
PR001285,P007,S0066,D0032,D0002,2024-02-06 02:40:46.164741,2024-02-06 14:40:46.164741,12.0,88,Merged,1
PR001286,P007,S0066,D0052,D0005,2024-02-06 10:21:06.651584,2024-02-06 17:39:06.651584,7.3,128,Merged,1
PR001287,P007,S0067,D0002,D0007,2024-02-14 08:39:19.680349,2024-02-14 13:51:19.680349,5.2,34,Merged,1
PR001288,P007,S0067,D0029,D0032,2024-02-21 18:21:55.368135,2024-02-22 12:09:55.368135,17.8,143,Closed,0
PR001289,P007,S0067,D0052,D0020,2024-02-12 00:55:57.185018,2024-02-12 10:07:57.185018,9.2,95,Merged,1
PR001290,P007,S0067,D0005,D0029,2024-02-21 09:31:52.372607,2024-02-21 20:37:52.372607,11.1,276,Merged,1
PR001291,P007,S0067,D0005,D0032,2024-02-11 12:50:15.302852,2024-02-11 17:50:15.302852,5.0,83,Merged,1
PR001292,P007,S0067,D0012,D0002,2024-02-20 16:17:17.589967,2024-02-21 06:59:17.589967,14.7,164,Merged,1
